序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
381,pt380,3483083.0488,1224238.1200,34.9985," 31:14:40.84294"," 121:35:32.85702",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:31.0,2020-01-02 11:18:31.0,2020-01-02 03:18:31.0,2020-01-02 03:18:31.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:37:20.96"
382,pt381,3483083.0512,1224238.1216,34.9955," 31:14:40.84301"," 121:35:32.85709",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:32.0,2020-01-02 11:18:32.0,2020-01-02 03:18:32.0,2020-01-02 03:18:32.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:11:24.72"
383,pt382,3483083.0508,1224238.1211,34.9895," 31:14:40.84300"," 121:35:32.85707",34.9895,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:33.0,2020-01-02 11:18:33.0,2020-01-02 03:18:33.0,2020-01-02 03:18:33.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 195:37:20.96"
384,pt383,3483083.0493,1224238.1195,35.0045," 31:14:40.84296"," 121:35:32.85700",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:34.0,2020-01-02 11:18:34.0,2020-01-02 03:18:34.0,2020-01-02 03:18:34.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:06:36.72"
385,pt384,3483083.0484,1224238.1174,35.0055," 31:14:40.84293"," 121:35:32.85692",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:35.0,2020-01-02 11:18:35.0,2020-01-02 03:18:35.0,2020-01-02 03:18:35.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:43:54.09"
386,pt385,3483083.0460,1224238.1205,35.0075," 31:14:40.84285"," 121:35:32.85703",35.0075,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:36.0,2020-01-02 11:18:36.0,2020-01-02 03:18:36.0,2020-01-02 03:18:36.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:26:59.29"
387,pt386,3483083.0486,1224238.1204,34.9945," 31:14:40.84293"," 121:35:32.85704",34.9945,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:37.0,2020-01-02 11:18:37.0,2020-01-02 03:18:37.0,2020-01-02 03:18:37.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 198:02:32.54"
388,pt387,3483083.0475,1224238.1196,34.9975," 31:14:40.84290"," 121:35:32.85700",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:38.0,2020-01-02 11:18:38.0,2020-01-02 03:18:38.0,2020-01-02 03:18:38.0,,2.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:46:21.06"
389,pt388,3483083.0489,1224238.1226,35.0035," 31:14:40.84293"," 121:35:32.85712",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:39.0,2020-01-02 11:18:39.0,2020-01-02 03:18:39.0,2020-01-02 03:18:39.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:07:37.11"
390,pt389,3483083.0507,1224238.1201,34.9905," 31:14:40.84300"," 121:35:32.85703",34.9905,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:40.0,2020-01-02 11:18:40.0,2020-01-02 03:18:40.0,2020-01-02 03:18:40.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:20:04.23"
391,pt390,3483083.0483,1224238.1211,34.9955," 31:14:40.84292"," 121:35:32.85706",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:41.0,2020-01-02 11:18:41.0,2020-01-02 03:18:41.0,2020-01-02 03:18:41.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:16:51.77"
392,pt391,3483083.0473,1224238.1196,34.9975," 31:14:40.84289"," 121:35:32.85700",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:42.0,2020-01-02 11:18:42.0,2020-01-02 03:18:42.0,2020-01-02 03:18:42.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:35:33.06"
393,pt392,3483083.0475,1224238.1170,35.0005," 31:14:40.84290"," 121:35:32.85691",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:43.0,2020-01-02 11:18:43.0,2020-01-02 03:18:43.0,2020-01-02 03:18:43.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:09:00.72"
394,pt393,3483083.0484,1224238.1222,35.0065," 31:14:40.84292"," 121:35:32.85710",35.0065,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:44.0,2020-01-02 11:18:44.0,2020-01-02 03:18:44.0,2020-01-02 03:18:44.0,,2.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 196:01:47.29"
395,pt394,3483083.0467,1224238.1231,35.0045," 31:14:40.84286"," 121:35:32.85713",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:45.0,2020-01-02 11:18:45.0,2020-01-02 03:18:45.0,2020-01-02 03:18:45.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:33:08.96"
396,pt395,3483083.0488,1224238.1196,35.0015," 31:14:40.84294"," 121:35:32.85701",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:46.0,2020-01-02 11:18:46.0,2020-01-02 03:18:46.0,2020-01-02 03:18:46.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:40:15.77"
397,pt396,3483083.0535,1224238.1198,34.9935," 31:14:40.84309"," 121:35:32.85703",34.9935,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:47.0,2020-01-02 11:18:47.0,2020-01-02 03:18:47.0,2020-01-02 03:18:47.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:06:45.06"
398,pt397,3483083.0492,1224238.1216,35.0045," 31:14:40.84295"," 121:35:32.85708",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:48.0,2020-01-02 11:18:48.0,2020-01-02 03:18:48.0,2020-01-02 03:18:48.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:39:30.17"
399,pt398,3483083.0472,1224238.1212,35.0025," 31:14:40.84288"," 121:35:32.85706",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:49.0,2020-01-02 11:18:49.0,2020-01-02 03:18:49.0,2020-01-02 03:18:49.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:25:12.72"
400,pt399,3483083.0485,1224238.1201,34.9995," 31:14:40.84293"," 121:35:32.85703",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:50.0,2020-01-02 11:18:50.0,2020-01-02 03:18:50.0,2020-01-02 03:18:50.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:19:21.06"
401,pt400,3483083.0469,1224238.1186,35.0015," 31:14:40.84288"," 121:35:32.85696",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:51.0,2020-01-02 11:18:51.0,2020-01-02 03:18:51.0,2020-01-02 03:18:51.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:00:03.77"
402,pt401,3483083.0472,1224238.1206,35.0035," 31:14:40.84288"," 121:35:32.85704",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:52.0,2020-01-02 11:18:52.0,2020-01-02 03:18:52.0,2020-01-02 03:18:52.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:22:57.06"
403,pt402,3483083.0488,1224238.1144,35.0045," 31:14:40.84295"," 121:35:32.85681",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:53.0,2020-01-02 11:18:53.0,2020-01-02 03:18:53.0,2020-01-02 03:18:53.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:14:59.29"
404,pt403,3483083.0493,1224238.1179,34.9995," 31:14:40.84296"," 121:35:32.85694",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:54.0,2020-01-02 11:18:54.0,2020-01-02 03:18:54.0,2020-01-02 03:18:54.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 195:20:27.93"
405,pt404,3483083.0508,1224238.1211,34.9965," 31:14:40.84300"," 121:35:32.85707",34.9965,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:55.0,2020-01-02 11:18:55.0,2020-01-02 03:18:55.0,2020-01-02 03:18:55.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:49:12.72"
406,pt405,3483083.0458,1224238.1201,35.0075," 31:14:40.84284"," 121:35:32.85702",35.0075,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:56.0,2020-01-02 11:18:56.0,2020-01-02 03:18:56.0,2020-01-02 03:18:56.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 196:56:54.17"
407,pt406,3483083.0459,1224238.1207,35.0005," 31:14:40.84284"," 121:35:32.85704",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:57.0,2020-01-02 11:18:57.0,2020-01-02 03:18:57.0,2020-01-02 03:18:57.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:26:32.96"
408,pt407,3483083.0418,1224238.1177,35.0135," 31:14:40.84272"," 121:35:32.85692",35.0135,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:58.0,2020-01-02 11:18:58.0,2020-01-02 03:18:58.0,2020-01-02 03:18:58.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 197:13:21.06"
409,pt408,3483083.0446,1224238.1225,35.0135," 31:14:40.84280"," 121:35:32.85710",35.0135,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:59.0,2020-01-02 11:18:59.0,2020-01-02 03:18:59.0,2020-01-02 03:18:59.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:57:09.06"
410,pt409,3483083.0484,1224238.1188,35.0025," 31:14:40.84293"," 121:35:32.85698",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:00.0,2020-01-02 11:19:00.0,2020-01-02 03:19:00.0,2020-01-02 03:19:00.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:37:47.29"
411,pt410,3483083.0424,1224238.1207,34.9985," 31:14:40.84273"," 121:35:32.85703",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:01.0,2020-01-02 11:19:01.0,2020-01-02 03:19:01.0,2020-01-02 03:19:01.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 195:54:39.93"
412,pt411,3483083.0453,1224238.1194,35.0055," 31:14:40.84283"," 121:35:32.85699",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:02.0,2020-01-02 11:19:02.0,2020-01-02 03:19:02.0,2020-01-02 03:19:02.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 194:57:03.93"
413,pt412,3483083.0469,1224238.1206,35.0055," 31:14:40.84288"," 121:35:32.85704",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:03.0,2020-01-02 11:19:03.0,2020-01-02 03:19:03.0,2020-01-02 03:19:03.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 193:43:31.13"
414,pt413,3483083.0464,1224238.1213,35.0055," 31:14:40.84286"," 121:35:32.85706",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:04.0,2020-01-02 11:19:04.0,2020-01-02 03:19:04.0,2020-01-02 03:19:04.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 193:44:07.13"
415,pt414,3483083.0488,1224238.1180,34.9985," 31:14:40.84294"," 121:35:32.85695",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:05.0,2020-01-02 11:19:05.0,2020-01-02 03:19:05.0,2020-01-02 03:19:05.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:51"," 194:21:13.82"
416,pt415,3483083.0482,1224238.1204,35.0005," 31:14:40.84292"," 121:35:32.85703",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:06.0,2020-01-02 11:19:06.0,2020-01-02 03:19:06.0,2020-01-02 03:19:06.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:03:39.77"
417,pt416,3483083.0462,1224238.1195,35.0025," 31:14:40.84286"," 121:35:32.85699",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:07.0,2020-01-02 11:19:07.0,2020-01-02 03:19:07.0,2020-01-02 03:19:07.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 194:42:44.41"
418,pt417,3483083.0458,1224238.1212,35.0015," 31:14:40.84284"," 121:35:32.85706",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:08.0,2020-01-02 11:19:08.0,2020-01-02 03:19:08.0,2020-01-02 03:19:08.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:23:30.09"
419,pt418,3483083.0455,1224238.1195,35.0035," 31:14:40.84283"," 121:35:32.85699",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:09.0,2020-01-02 11:19:09.0,2020-01-02 03:19:09.0,2020-01-02 03:19:09.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:05:27.77"
420,pt419,3483083.0468,1224238.1211,35.0025," 31:14:40.84287"," 121:35:32.85706",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:10.0,2020-01-02 11:19:10.0,2020-01-02 03:19:10.0,2020-01-02 03:19:10.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:19:54.09"
421,pt420,3483083.0491,1224238.1212,35.0015," 31:14:40.84294"," 121:35:32.85707",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:11.0,2020-01-02 11:19:11.0,2020-01-02 03:19:11.0,2020-01-02 03:19:11.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:30:06.09"
422,pt421,3483083.0486,1224238.1197,35.0025," 31:14:40.84293"," 121:35:32.85701",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:12.0,2020-01-02 11:19:12.0,2020-01-02 03:19:12.0,2020-01-02 03:19:12.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:47:24.72"
423,pt422,3483083.0472,1224238.1171,34.9905," 31:14:40.84289"," 121:35:32.85691",34.9905,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:13.0,2020-01-02 11:19:13.0,2020-01-02 03:19:13.0,2020-01-02 03:19:13.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:22:56.96"
424,pt423,3483083.0505,1224238.1221,34.9995," 31:14:40.84299"," 121:35:32.85710",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:14.0,2020-01-02 11:19:14.0,2020-01-02 03:19:14.0,2020-01-02 03:19:14.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 193:44:32.41"
425,pt424,3483083.0483,1224238.1190,35.0045," 31:14:40.84292"," 121:35:32.85698",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:15.0,2020-01-02 11:19:15.0,2020-01-02 03:19:15.0,2020-01-02 03:19:15.0,,2.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 195:26:02.70"
426,pt425,3483083.0483,1224238.1182,35.0025," 31:14:40.84292"," 121:35:32.85695",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:16.0,2020-01-02 11:19:16.0,2020-01-02 03:19:16.0,2020-01-02 03:19:16.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:02:13.11"
427,pt426,3483083.0483,1224238.1185,35.0045," 31:14:40.84292"," 121:35:32.85697",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:17.0,2020-01-02 11:19:17.0,2020-01-02 03:19:17.0,2020-01-02 03:19:17.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:17:49.11"
428,pt427,3483083.0489,1224238.1193,35.0035," 31:14:40.84294"," 121:35:32.85700",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:18.0,2020-01-02 11:19:18.0,2020-01-02 03:19:18.0,2020-01-02 03:19:18.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:32:27.77"
429,pt428,3483083.0504,1224238.1197,34.9975," 31:14:40.84299"," 121:35:32.85701",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:19.0,2020-01-02 11:19:19.0,2020-01-02 03:19:19.0,2020-01-02 03:19:19.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:53:27.77"
430,pt429,3483083.0505,1224238.1221,34.9995," 31:14:40.84299"," 121:35:32.85710",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:20.0,2020-01-02 11:19:20.0,2020-01-02 03:19:20.0,2020-01-02 03:19:20.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:36:09.06"
431,pt430,3483083.0473,1224238.1203,35.0035," 31:14:40.84289"," 121:35:32.85703",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:21.0,2020-01-02 11:19:21.0,2020-01-02 03:19:21.0,2020-01-02 03:19:21.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:03:09.06"
432,pt431,3483083.0484,1224238.1188,34.9945," 31:14:40.84293"," 121:35:32.85698",34.9945,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:22.0,2020-01-02 11:19:22.0,2020-01-02 03:19:22.0,2020-01-02 03:19:22.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:45:39.77"
433,pt432,3483083.0464,1224238.1214,35.0085," 31:14:40.84286"," 121:35:32.85707",35.0085,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:23.0,2020-01-02 11:19:23.0,2020-01-02 03:19:23.0,2020-01-02 03:19:23.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:04:54.22"
434,pt433,3483083.0490,1224238.1212,35.0035," 31:14:40.84294"," 121:35:32.85707",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:24.0,2020-01-02 11:19:24.0,2020-01-02 03:19:24.0,2020-01-02 03:19:24.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:07:54.22"
435,pt434,3483083.0456,1224238.1191,34.9995," 31:14:40.84284"," 121:35:32.85698",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:25.0,2020-01-02 11:19:25.0,2020-01-02 03:19:25.0,2020-01-02 03:19:25.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:05:30.22"
436,pt435,3483083.0500,1224238.1224,34.9965," 31:14:40.84297"," 121:35:32.85711",34.9965,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:26.0,2020-01-02 11:19:26.0,2020-01-02 03:19:26.0,2020-01-02 03:19:26.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:16:37.11"
437,pt436,3483083.0483,1224238.1191,34.9955," 31:14:40.84292"," 121:35:32.85699",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:27.0,2020-01-02 11:19:27.0,2020-01-02 03:19:27.0,2020-01-02 03:19:27.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:39"," 198:35:04.62"
438,pt437,3483083.0476,1224238.1179,34.9985," 31:14:40.84290"," 121:35:32.85694",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:28.0,2020-01-02 11:19:28.0,2020-01-02 03:19:28.0,2020-01-02 03:19:28.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:25:54.22"
439,pt438,3483083.0460,1224238.1206,35.0005," 31:14:40.84285"," 121:35:32.85704",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:29.0,2020-01-02 11:19:29.0,2020-01-02 03:19:29.0,2020-01-02 03:19:29.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:05:27.77"
440,pt439,3483083.0475,1224238.1195,34.9985," 31:14:40.84290"," 121:35:32.85700",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:30.0,2020-01-02 11:19:30.0,2020-01-02 03:19:30.0,2020-01-02 03:19:30.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:21:03.77"
441,pt440,3483083.0483,1224238.1173,34.9895," 31:14:40.84293"," 121:35:32.85692",34.9895,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:31.0,2020-01-02 11:19:31.0,2020-01-02 03:19:31.0,2020-01-02 03:19:31.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:40:21.06"
442,pt441,3483083.0466,1224238.1180,35.0015," 31:14:40.84287"," 121:35:32.85694",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:32.0,2020-01-02 11:19:32.0,2020-01-02 03:19:32.0,2020-01-02 03:19:32.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:45:06.09"
443,pt442,3483083.0469,1224238.1205,34.9985," 31:14:40.84288"," 121:35:32.85703",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:33.0,2020-01-02 11:19:33.0,2020-01-02 03:19:33.0,2020-01-02 03:19:33.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:16:18.22"
444,pt443,3483083.0449,1224238.1179,35.0025," 31:14:40.84282"," 121:35:32.85693",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:19:34.0,2020-01-02 11:19:34.0,2020-01-02 03:19:34.0,2020-01-02 03:19:34.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:51:44.54"
