序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
487,pt486,3483083.0588,1224238.1261,35.0105," 31:14:40.84325"," 121:35:32.85727",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:43.0,2020-01-02 10:57:43.0,2020-01-02 02:57:43.0,2020-01-02 02:57:43.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:01:36.86"
488,pt487,3483083.0600,1224238.1268,35.0165," 31:14:40.84328"," 121:35:32.85730",35.0165,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:57:44.0,2020-01-02 10:57:44.0,2020-01-02 02:57:44.0,2020-01-02 02:57:44.0,,3.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 197:16:56.96"
489,pt488,3483083.0592,1224238.1266,35.0145," 31:14:40.84326"," 121:35:32.85730",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:45.0,2020-01-02 10:57:45.0,2020-01-02 02:57:45.0,2020-01-02 02:57:45.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:18:44.96"
490,pt489,3483083.0619,1224238.1236,35.0065," 31:14:40.84335"," 121:35:32.85719",35.0065,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:46.0,2020-01-02 10:57:46.0,2020-01-02 02:57:46.0,2020-01-02 02:57:46.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:15:44.96"
491,pt490,3483083.0603,1224238.1233,35.0135," 31:14:40.84330"," 121:35:32.85717",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:47.0,2020-01-02 10:57:47.0,2020-01-02 02:57:47.0,2020-01-02 02:57:47.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:54:24.86"
492,pt491,3483083.0635,1224238.1261,35.0075," 31:14:40.84340"," 121:35:32.85729",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:48.0,2020-01-02 10:57:48.0,2020-01-02 02:57:48.0,2020-01-02 02:57:48.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 197:30:18.93"
493,pt492,3483083.0599,1224238.1228,35.0105," 31:14:40.84329"," 121:35:32.85716",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:49.0,2020-01-02 10:57:49.0,2020-01-02 02:57:49.0,2020-01-02 02:57:49.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:21"," 197:57:27.49"
494,pt493,3483083.0616,1224238.1236,35.0145," 31:14:40.84334"," 121:35:32.85719",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:50.0,2020-01-02 10:57:50.0,2020-01-02 02:57:50.0,2020-01-02 02:57:50.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:58:49.29"
495,pt494,3483083.0626,1224238.1257,35.0065," 31:14:40.84337"," 121:35:32.85727",35.0065,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:51.0,2020-01-02 10:57:51.0,2020-01-02 02:57:51.0,2020-01-02 02:57:51.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:57"," 198:35:44.93"
496,pt495,3483083.0618,1224238.1247,35.0085," 31:14:40.84335"," 121:35:32.85723",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:52.0,2020-01-02 10:57:52.0,2020-01-02 02:57:52.0,2020-01-02 02:57:52.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:30"," 198:14:05.14"
497,pt496,3483083.0583,1224238.1236,35.0145," 31:14:40.84323"," 121:35:32.85718",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:53.0,2020-01-02 10:57:53.0,2020-01-02 02:57:53.0,2020-01-02 02:57:53.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 197:32:06.93"
498,pt497,3483083.0596,1224238.1240,35.0205," 31:14:40.84328"," 121:35:32.85720",35.0205,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:54.0,2020-01-02 10:57:54.0,2020-01-02 02:57:54.0,2020-01-02 02:57:54.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:52:36.86"
499,pt498,3483083.0592,1224238.1241,35.0185," 31:14:40.84326"," 121:35:32.85720",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:55.0,2020-01-02 10:57:55.0,2020-01-02 02:57:55.0,2020-01-02 02:57:55.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:05:12.86"
500,pt499,3483083.0608,1224238.1256,35.0115," 31:14:40.84331"," 121:35:32.85726",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:56.0,2020-01-02 10:57:56.0,2020-01-02 02:57:56.0,2020-01-02 02:57:56.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:33:01.29"
501,pt500,3483083.0610,1224238.1243,35.0085," 31:14:40.84332"," 121:35:32.85721",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:57.0,2020-01-02 10:57:57.0,2020-01-02 02:57:57.0,2020-01-02 02:57:57.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:57"," 198:54:20.93"
502,pt501,3483083.0583,1224238.1238,35.0095," 31:14:40.84324"," 121:35:32.85719",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:58.0,2020-01-02 10:57:58.0,2020-01-02 02:57:58.0,2020-01-02 02:57:58.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:40:36.86"
503,pt502,3483083.0589,1224238.1220,35.0035," 31:14:40.84326"," 121:35:32.85712",35.0035,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:59.0,2020-01-02 10:57:59.0,2020-01-02 02:57:59.0,2020-01-02 02:57:59.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:22:00.86"
504,pt503,3483083.0589,1224238.1215,35.0095," 31:14:40.84326"," 121:35:32.85710",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:00.0,2020-01-02 10:58:00.0,2020-01-02 02:58:00.0,2020-01-02 02:58:00.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:30:01.29"
505,pt504,3483083.0574,1224238.1266,35.0135," 31:14:40.84320"," 121:35:32.85729",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:01.0,2020-01-02 10:58:01.0,2020-01-02 02:58:01.0,2020-01-02 02:58:01.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:48:01.29"
506,pt505,3483083.0616,1224238.1282,35.0185," 31:14:40.84333"," 121:35:32.85736",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:02.0,2020-01-02 10:58:02.0,2020-01-02 02:58:02.0,2020-01-02 02:58:02.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:57:34.26"
507,pt506,3483083.0595,1224238.1260,35.0165," 31:14:40.84327"," 121:35:32.85728",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:03.0,2020-01-02 10:58:03.0,2020-01-02 02:58:03.0,2020-01-02 02:58:03.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 196:14:40.03"
508,pt507,3483083.0597,1224238.1256,35.0145," 31:14:40.84328"," 121:35:32.85726",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:04.0,2020-01-02 10:58:04.0,2020-01-02 02:58:04.0,2020-01-02 02:58:04.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:23:58.26"
509,pt508,3483083.0590,1224238.1251,35.0155," 31:14:40.84325"," 121:35:32.85724",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:05.0,2020-01-02 10:58:05.0,2020-01-02 02:58:05.0,2020-01-02 02:58:05.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:29:12.86"
510,pt509,3483083.0604,1224238.1257,35.0195," 31:14:40.84330"," 121:35:32.85726",35.0195,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:06.0,2020-01-02 10:58:06.0,2020-01-02 02:58:06.0,2020-01-02 02:58:06.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:34:13.29"
511,pt510,3483083.0612,1224238.1245,35.0145," 31:14:40.84333"," 121:35:32.85722",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:07.0,2020-01-02 10:58:07.0,2020-01-02 02:58:07.0,2020-01-02 02:58:07.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:50:12.86"
512,pt511,3483083.0606,1224238.1245,35.0105," 31:14:40.84331"," 121:35:32.85722",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:08.0,2020-01-02 10:58:08.0,2020-01-02 02:58:08.0,2020-01-02 02:58:08.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:10:02.70"
513,pt512,3483083.0598,1224238.1252,35.0125," 31:14:40.84328"," 121:35:32.85725",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:09.0,2020-01-02 10:58:09.0,2020-01-02 02:58:09.0,2020-01-02 02:58:09.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:45:28.09"
514,pt513,3483083.0575,1224238.1239,35.0145," 31:14:40.84321"," 121:35:32.85719",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:10.0,2020-01-02 10:58:10.0,2020-01-02 02:58:10.0,2020-01-02 02:58:10.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:09"," 196:37:25.70"
515,pt514,3483083.0553,1224238.1248,35.0225," 31:14:40.84314"," 121:35:32.85722",35.0225,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:11.0,2020-01-02 10:58:11.0,2020-01-02 02:58:11.0,2020-01-02 02:58:11.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:43:00.86"
516,pt515,3483083.0574,1224238.1232,35.0265," 31:14:40.84321"," 121:35:32.85716",35.0265,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:12.0,2020-01-02 10:58:12.0,2020-01-02 02:58:12.0,2020-01-02 02:58:12.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:14:48.86"
517,pt516,3483083.0564,1224238.1262,35.0225," 31:14:40.84317"," 121:35:32.85727",35.0225,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:13.0,2020-01-02 10:58:13.0,2020-01-02 02:58:13.0,2020-01-02 02:58:13.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:29:48.86"
518,pt517,3483083.0577,1224238.1264,35.0205," 31:14:40.84321"," 121:35:32.85728",35.0205,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:14.0,2020-01-02 10:58:14.0,2020-01-02 02:58:14.0,2020-01-02 02:58:14.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 198:05:06.93"
519,pt518,3483083.0558,1224238.1223,35.0195," 31:14:40.84316"," 121:35:32.85713",35.0195,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:15.0,2020-01-02 10:58:15.0,2020-01-02 02:58:15.0,2020-01-02 02:58:15.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 197:50:42.93"
520,pt519,3483083.0558,1224238.1228,35.0235," 31:14:40.84316"," 121:35:32.85714",35.0235,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:16.0,2020-01-02 10:58:16.0,2020-01-02 02:58:16.0,2020-01-02 02:58:16.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:30"," 198:35:05.14"
521,pt520,3483083.0565,1224238.1252,35.0205," 31:14:40.84317"," 121:35:32.85723",35.0205,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:17.0,2020-01-02 10:58:17.0,2020-01-02 02:58:17.0,2020-01-02 02:58:17.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:11:48.86"
522,pt521,3483083.0596,1224238.1249,35.0125," 31:14:40.84327"," 121:35:32.85723",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:18.0,2020-01-02 10:58:18.0,2020-01-02 02:58:18.0,2020-01-02 02:58:18.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:01:00.86"
523,pt522,3483083.0582,1224238.1244,35.0115," 31:14:40.84323"," 121:35:32.85721",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:19.0,2020-01-02 10:58:19.0,2020-01-02 02:58:19.0,2020-01-02 02:58:19.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:28"," 197:00:42.22"
524,pt523,3483083.0567,1224238.1242,35.0095," 31:14:40.84318"," 121:35:32.85720",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:20.0,2020-01-02 10:58:20.0,2020-01-02 02:58:20.0,2020-01-02 02:58:20.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:50:12.86"
525,pt524,3483083.0547,1224238.1226,35.0165," 31:14:40.84312"," 121:35:32.85714",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:21.0,2020-01-02 10:58:21.0,2020-01-02 02:58:21.0,2020-01-02 02:58:21.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:52:38.70"
526,pt525,3483083.0576,1224238.1255,35.0175," 31:14:40.84321"," 121:35:32.85725",35.0175,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:22.0,2020-01-02 10:58:22.0,2020-01-02 02:58:22.0,2020-01-02 02:58:22.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 196:14:40.03"
527,pt526,3483083.0567,1224238.1232,35.0155," 31:14:40.84318"," 121:35:32.85716",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:23.0,2020-01-02 10:58:23.0,2020-01-02 02:58:23.0,2020-01-02 02:58:23.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:36:08.96"
528,pt527,3483083.0578,1224238.1244,35.0165," 31:14:40.84322"," 121:35:32.85721",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:24.0,2020-01-02 10:58:24.0,2020-01-02 02:58:24.0,2020-01-02 02:58:24.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:26"," 196:20:12.72"
529,pt528,3483083.0584,1224238.1246,35.0155," 31:14:40.84324"," 121:35:32.85722",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:25.0,2020-01-02 10:58:25.0,2020-01-02 02:58:25.0,2020-01-02 02:58:25.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:21"," 198:21:27.49"
530,pt529,3483083.0580,1224238.1245,35.0205," 31:14:40.84322"," 121:35:32.85721",35.0205,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:26.0,2020-01-02 10:58:26.0,2020-01-02 02:58:26.0,2020-01-02 02:58:26.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:03"," 197:24:08.54"
531,pt530,3483083.0556,1224238.1259,35.0195," 31:14:40.84314"," 121:35:32.85726",35.0195,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:27.0,2020-01-02 10:58:27.0,2020-01-02 02:58:27.0,2020-01-02 02:58:27.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:28"," 197:28:18.22"
532,pt531,3483083.0616,1224238.1243,35.0055," 31:14:40.84334"," 121:35:32.85722",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:28.0,2020-01-02 10:58:28.0,2020-01-02 02:58:28.0,2020-01-02 02:58:28.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:27:44.96"
533,pt532,3483083.0544,1224238.1235,35.0135," 31:14:40.84311"," 121:35:32.85717",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:29.0,2020-01-02 10:58:29.0,2020-01-02 02:58:29.0,2020-01-02 02:58:29.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:18:44.96"
534,pt533,3483083.0568,1224238.1264,35.0135," 31:14:40.84318"," 121:35:32.85728",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:30.0,2020-01-02 10:58:30.0,2020-01-02 02:58:30.0,2020-01-02 02:58:30.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:43:10.26"
535,pt534,3483083.0551,1224238.1234,35.0165," 31:14:40.84313"," 121:35:32.85716",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:31.0,2020-01-02 10:58:31.0,2020-01-02 02:58:31.0,2020-01-02 02:58:31.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:28:02.70"
536,pt535,3483083.0586,1224238.1250,35.0155," 31:14:40.84324"," 121:35:32.85723",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:32.0,2020-01-02 10:58:32.0,2020-01-02 02:58:32.0,2020-01-02 02:58:32.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:41:12.86"
537,pt536,3483083.0540,1224238.1242,35.0185," 31:14:40.84310"," 121:35:32.85719",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:33.0,2020-01-02 10:58:33.0,2020-01-02 02:58:33.0,2020-01-02 02:58:33.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:33:01.29"
538,pt537,3483083.0590,1224238.1237,35.0135," 31:14:40.84326"," 121:35:32.85719",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:34.0,2020-01-02 10:58:34.0,2020-01-02 02:58:34.0,2020-01-02 02:58:34.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:57"," 199:09:56.93"
539,pt538,3483083.0598,1224238.1254,35.0135," 31:14:40.84328"," 121:35:32.85725",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:35.0,2020-01-02 10:58:35.0,2020-01-02 02:58:35.0,2020-01-02 02:58:35.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:55:36.86"
540,pt539,3483083.0592,1224238.1251,35.0135," 31:14:40.84326"," 121:35:32.85724",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:36.0,2020-01-02 10:58:36.0,2020-01-02 02:58:36.0,2020-01-02 02:58:36.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 197:45:18.93"
541,pt540,3483083.0624,1224238.1248,35.0105," 31:14:40.84337"," 121:35:32.85724",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:37.0,2020-01-02 10:58:37.0,2020-01-02 02:58:37.0,2020-01-02 02:58:37.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:32:12.86"
542,pt541,3483083.0595,1224238.1242,35.0145," 31:14:40.84327"," 121:35:32.85721",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:38.0,2020-01-02 10:58:38.0,2020-01-02 02:58:38.0,2020-01-02 02:58:38.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:36:37.29"
543,pt542,3483083.0586,1224238.1248,35.0145," 31:14:40.84324"," 121:35:32.85723",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:39.0,2020-01-02 10:58:39.0,2020-01-02 02:58:39.0,2020-01-02 02:58:39.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:57:10.44"
544,pt543,3483083.0586,1224238.1259,35.0185," 31:14:40.84324"," 121:35:32.85727",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:40.0,2020-01-02 10:58:40.0,2020-01-02 02:58:40.0,2020-01-02 02:58:40.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:18:34.26"
545,pt544,3483083.0608,1224238.1254,35.0195," 31:14:40.84331"," 121:35:32.85725",35.0195,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:41.0,2020-01-02 10:58:41.0,2020-01-02 02:58:41.0,2020-01-02 02:58:41.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:45:01.29"
546,pt545,3483083.0620,1224238.1265,35.0085," 31:14:40.84335"," 121:35:32.85730",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:42.0,2020-01-02 10:58:42.0,2020-01-02 02:58:42.0,2020-01-02 02:58:42.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:04:49.29"
547,pt546,3483083.0599,1224238.1239,35.0115," 31:14:40.84329"," 121:35:32.85720",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:43.0,2020-01-02 10:58:43.0,2020-01-02 02:58:43.0,2020-01-02 02:58:43.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:51:01.29"
548,pt547,3483083.0599,1224238.1244,35.0125," 31:14:40.84329"," 121:35:32.85722",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:58:44.0,2020-01-02 10:58:44.0,2020-01-02 02:58:44.0,2020-01-02 02:58:44.0,,3.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:57:01.29"
549,pt548,3483083.0615,1224238.1254,35.0085," 31:14:40.84333"," 121:35:32.85726",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:45.0,2020-01-02 10:58:45.0,2020-01-02 02:58:45.0,2020-01-02 02:58:45.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:21"," 198:05:51.49"
550,pt549,3483083.0614,1224238.1257,35.0075," 31:14:40.84333"," 121:35:32.85727",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:58:46.0,2020-01-02 10:58:46.0,2020-01-02 02:58:46.0,2020-01-02 02:58:46.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:41:22.26"
