序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
423,pt422,3483083.0594,1224238.1243,35.0145," 31:14:40.84327"," 121:35:32.85721",35.0145,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:56:39.0,2020-01-02 10:56:39.0,2020-01-02 02:56:39.0,2020-01-02 02:56:39.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:34:16.25"
424,pt423,3483083.0613,1224238.1260,35.0125," 31:14:40.84333"," 121:35:32.85728",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:56:40.0,2020-01-02 10:56:40.0,2020-01-02 02:56:40.0,2020-01-02 02:56:40.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:28:38.70"
425,pt424,3483083.0627,1224238.1231,35.0065," 31:14:40.84338"," 121:35:32.85717",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:56:41.0,2020-01-02 10:56:41.0,2020-01-02 02:56:41.0,2020-01-02 02:56:41.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:02:34.44"
426,pt425,3483083.0579,1224238.1249,35.0125," 31:14:40.84322"," 121:35:32.85723",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:56:42.0,2020-01-02 10:56:42.0,2020-01-02 02:56:42.0,2020-01-02 02:56:42.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:31:13.29"
427,pt426,3483083.0630,1224238.1246,35.0065," 31:14:40.84338"," 121:35:32.85723",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:56:43.0,2020-01-02 10:56:43.0,2020-01-02 02:56:43.0,2020-01-02 02:56:43.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:24:01.29"
428,pt427,3483083.0622,1224238.1259,35.0065," 31:14:40.84335"," 121:35:32.85728",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:56:44.0,2020-01-02 10:56:44.0,2020-01-02 02:56:44.0,2020-01-02 02:56:44.0,,3.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 195:39:52.03"
429,pt428,3483083.0614,1224238.1236,35.0175," 31:14:40.84334"," 121:35:32.85719",35.0175,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:45.0,2020-01-02 10:56:45.0,2020-01-02 02:56:45.0,2020-01-02 02:56:45.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:15:34.26"
430,pt429,3483083.0593,1224238.1234,35.0115," 31:14:40.84327"," 121:35:32.85718",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:46.0,2020-01-02 10:56:46.0,2020-01-02 02:56:46.0,2020-01-02 02:56:46.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:16:04.09"
431,pt430,3483083.0636,1224238.1265,35.0135," 31:14:40.84340"," 121:35:32.85730",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:47.0,2020-01-02 10:56:47.0,2020-01-02 02:56:47.0,2020-01-02 02:56:47.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:46:58.44"
432,pt431,3483083.0654,1224238.1271,35.0145," 31:14:40.84345"," 121:35:32.85733",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:48.0,2020-01-02 10:56:48.0,2020-01-02 02:56:48.0,2020-01-02 02:56:48.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 195:56:52.09"
433,pt432,3483083.0617,1224238.1217,35.0165," 31:14:40.84335"," 121:35:32.85712",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:49.0,2020-01-02 10:56:49.0,2020-01-02 02:56:49.0,2020-01-02 02:56:49.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:23:52.09"
434,pt433,3483083.0603,1224238.1248,35.0115," 31:14:40.84330"," 121:35:32.85723",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:50.0,2020-01-02 10:56:50.0,2020-01-02 02:56:50.0,2020-01-02 02:56:50.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:03:46.44"
435,pt434,3483083.0653,1224238.1240,35.0055," 31:14:40.84346"," 121:35:32.85721",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:51.0,2020-01-02 10:56:51.0,2020-01-02 02:56:51.0,2020-01-02 02:56:51.0,,1.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:28:40.09"
436,pt435,3483083.0631,1224238.1240,35.0105," 31:14:40.84339"," 121:35:32.85721",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:52.0,2020-01-02 10:56:52.0,2020-01-02 02:56:52.0,2020-01-02 02:56:52.0,,1.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:32:52.09"
437,pt436,3483083.0643,1224238.1239,35.0125," 31:14:40.84343"," 121:35:32.85721",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:53.0,2020-01-02 10:56:53.0,2020-01-02 02:56:53.0,2020-01-02 02:56:53.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:46:22.44"
438,pt437,3483083.0625,1224238.1223,35.0055," 31:14:40.84337"," 121:35:32.85714",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:54.0,2020-01-02 10:56:54.0,2020-01-02 02:56:54.0,2020-01-02 02:56:54.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:44:52.09"
439,pt438,3483083.0605,1224238.1253,35.0125," 31:14:40.84330"," 121:35:32.85725",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:55.0,2020-01-02 10:56:55.0,2020-01-02 02:56:55.0,2020-01-02 02:56:55.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:09:26.70"
440,pt439,3483083.0608,1224238.1243,35.0055," 31:14:40.84331"," 121:35:32.85721",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:56.0,2020-01-02 10:56:56.0,2020-01-02 02:56:56.0,2020-01-02 02:56:56.0,,1.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:10:00.86"
441,pt440,3483083.0606,1224238.1248,35.0075," 31:14:40.84330"," 121:35:32.85723",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:57.0,2020-01-02 10:56:57.0,2020-01-02 02:56:57.0,2020-01-02 02:56:57.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:22:13.29"
442,pt441,3483083.0626,1224238.1218,35.0095," 31:14:40.84338"," 121:35:32.85713",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:58.0,2020-01-02 10:56:58.0,2020-01-02 02:56:58.0,2020-01-02 02:56:58.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:23:22.26"
443,pt442,3483083.0629,1224238.1230,35.0055," 31:14:40.84339"," 121:35:32.85717",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:56:59.0,2020-01-02 10:56:59.0,2020-01-02 02:56:59.0,2020-01-02 02:56:59.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:39:26.70"
444,pt443,3483083.0600,1224238.1240,35.0115," 31:14:40.84329"," 121:35:32.85720",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:00.0,2020-01-02 10:57:00.0,2020-01-02 02:57:00.0,2020-01-02 02:57:00.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:50:50.70"
445,pt444,3483083.0589,1224238.1223,35.0135," 31:14:40.84326"," 121:35:32.85713",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:01.0,2020-01-02 10:57:01.0,2020-01-02 02:57:01.0,2020-01-02 02:57:01.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:34:22.44"
446,pt445,3483083.0610,1224238.1247,35.0145," 31:14:40.84332"," 121:35:32.85723",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:02.0,2020-01-02 10:57:02.0,2020-01-02 02:57:02.0,2020-01-02 02:57:02.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:49:00.86"
447,pt446,3483083.0602,1224238.1230,35.0125," 31:14:40.84330"," 121:35:32.85716",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:03.0,2020-01-02 10:57:03.0,2020-01-02 02:57:03.0,2020-01-02 02:57:03.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 197:30:18.93"
448,pt447,3483083.0626,1224238.1217,35.0085," 31:14:40.84338"," 121:35:32.85712",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:04.0,2020-01-02 10:57:04.0,2020-01-02 02:57:04.0,2020-01-02 02:57:04.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:39:44.96"
449,pt448,3483083.0619,1224238.1260,35.0075," 31:14:40.84335"," 121:35:32.85728",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:05.0,2020-01-02 10:57:05.0,2020-01-02 02:57:05.0,2020-01-02 02:57:05.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:03:24.86"
450,pt449,3483083.0638,1224238.1251,35.0075," 31:14:40.84341"," 121:35:32.85725",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:06.0,2020-01-02 10:57:06.0,2020-01-02 02:57:06.0,2020-01-02 02:57:06.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:40:00.86"
451,pt450,3483083.0609,1224238.1253,35.0105," 31:14:40.84331"," 121:35:32.85725",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:07.0,2020-01-02 10:57:07.0,2020-01-02 02:57:07.0,2020-01-02 02:57:07.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:33:08.96"
452,pt451,3483083.0628,1224238.1249,35.0065," 31:14:40.84338"," 121:35:32.85724",35.0065,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:08.0,2020-01-02 10:57:08.0,2020-01-02 02:57:08.0,2020-01-02 02:57:08.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:50:48.86"
453,pt452,3483083.0614,1224238.1269,35.0145," 31:14:40.84333"," 121:35:32.85731",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:09.0,2020-01-02 10:57:09.0,2020-01-02 02:57:09.0,2020-01-02 02:57:09.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:21"," 198:15:27.49"
454,pt453,3483083.0596,1224238.1239,35.0095," 31:14:40.84327"," 121:35:32.85719",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:10.0,2020-01-02 10:57:10.0,2020-01-02 02:57:10.0,2020-01-02 02:57:10.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:49:10.26"
455,pt454,3483083.0600,1224238.1248,35.0175," 31:14:40.84329"," 121:35:32.85723",35.0175,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:11.0,2020-01-02 10:57:11.0,2020-01-02 02:57:11.0,2020-01-02 02:57:11.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:32:52.09"
456,pt455,3483083.0606,1224238.1267,35.0075," 31:14:40.84330"," 121:35:32.85730",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:12.0,2020-01-02 10:57:12.0,2020-01-02 02:57:12.0,2020-01-02 02:57:12.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:16:22.44"
457,pt456,3483083.0603,1224238.1238,35.0125," 31:14:40.84330"," 121:35:32.85719",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:13.0,2020-01-02 10:57:13.0,2020-01-02 02:57:13.0,2020-01-02 02:57:13.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:01:58.44"
458,pt457,3483083.0651,1224238.1264,35.0045," 31:14:40.84345"," 121:35:32.85730",35.0045,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:14.0,2020-01-02 10:57:14.0,2020-01-02 02:57:14.0,2020-01-02 02:57:14.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:54:10.44"
459,pt458,3483083.0607,1224238.1249,35.0025," 31:14:40.84331"," 121:35:32.85724",35.0025,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:15.0,2020-01-02 10:57:15.0,2020-01-02 02:57:15.0,2020-01-02 02:57:15.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 195:01:16.25"
460,pt459,3483083.0616,1224238.1248,35.0095," 31:14:40.84334"," 121:35:32.85723",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:16.0,2020-01-02 10:57:16.0,2020-01-02 02:57:16.0,2020-01-02 02:57:16.0,,1.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:22:58.44"
461,pt460,3483083.0614,1224238.1249,35.0105," 31:14:40.84333"," 121:35:32.85724",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:17.0,2020-01-02 10:57:17.0,2020-01-02 02:57:17.0,2020-01-02 02:57:17.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:25:02.70"
462,pt461,3483083.0604,1224238.1223,35.0085," 31:14:40.84331"," 121:35:32.85714",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:18.0,2020-01-02 10:57:18.0,2020-01-02 02:57:18.0,2020-01-02 02:57:18.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:03:24.86"
463,pt462,3483083.0633,1224238.1258,35.0185," 31:14:40.84339"," 121:35:32.85727",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:19.0,2020-01-02 10:57:19.0,2020-01-02 02:57:19.0,2020-01-02 02:57:19.0,,1.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:48:24.86"
464,pt463,3483083.0642,1224238.1264,35.0135," 31:14:40.84342"," 121:35:32.85730",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:20.0,2020-01-02 10:57:20.0,2020-01-02 02:57:20.0,2020-01-02 02:57:20.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:56:34.44"
465,pt464,3483083.0597,1224238.1233,35.0095," 31:14:40.84328"," 121:35:32.85717",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:21.0,2020-01-02 10:57:21.0,2020-01-02 02:57:21.0,2020-01-02 02:57:21.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:50:48.86"
466,pt465,3483083.0628,1224238.1244,35.0115," 31:14:40.84338"," 121:35:32.85722",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:22.0,2020-01-02 10:57:22.0,2020-01-02 02:57:22.0,2020-01-02 02:57:22.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:16"," 194:44:28.09"
467,pt466,3483083.0622,1224238.1255,35.0085," 31:14:40.84336"," 121:35:32.85726",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:23.0,2020-01-02 10:57:23.0,2020-01-02 02:57:23.0,2020-01-02 02:57:23.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 197:01:56.96"
468,pt467,3483083.0634,1224238.1256,35.0085," 31:14:40.84340"," 121:35:32.85727",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:24.0,2020-01-02 10:57:24.0,2020-01-02 02:57:24.0,2020-01-02 02:57:24.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:12:24.86"
469,pt468,3483083.0616,1224238.1239,35.0105," 31:14:40.84334"," 121:35:32.85720",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:25.0,2020-01-02 10:57:25.0,2020-01-02 02:57:25.0,2020-01-02 02:57:25.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:28"," 196:57:06.22"
470,pt469,3483083.0605,1224238.1233,35.0085," 31:14:40.84331"," 121:35:32.85717",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:26.0,2020-01-02 10:57:26.0,2020-01-02 02:57:26.0,2020-01-02 02:57:26.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:22:38.70"
471,pt470,3483083.0605,1224238.1248,35.0115," 31:14:40.84330"," 121:35:32.85723",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:27.0,2020-01-02 10:57:27.0,2020-01-02 02:57:27.0,2020-01-02 02:57:27.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 193:38:37.82"
472,pt471,3483083.0598,1224238.1235,35.0095," 31:14:40.84328"," 121:35:32.85718",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:28.0,2020-01-02 10:57:28.0,2020-01-02 02:57:28.0,2020-01-02 02:57:28.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:15:08.96"
473,pt472,3483083.0600,1224238.1247,35.0125," 31:14:40.84329"," 121:35:32.85723",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:29.0,2020-01-02 10:57:29.0,2020-01-02 02:57:29.0,2020-01-02 02:57:29.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:30:24.86"
474,pt473,3483083.0631,1224238.1246,35.0075," 31:14:40.84339"," 121:35:32.85723",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:30.0,2020-01-02 10:57:30.0,2020-01-02 02:57:30.0,2020-01-02 02:57:30.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:34:56.96"
475,pt474,3483083.0602,1224238.1258,35.0185," 31:14:40.84329"," 121:35:32.85727",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:31.0,2020-01-02 10:57:31.0,2020-01-02 02:57:31.0,2020-01-02 02:57:31.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:22:00.86"
476,pt475,3483083.0578,1224238.1256,35.0085," 31:14:40.84321"," 121:35:32.85725",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:32.0,2020-01-02 10:57:32.0,2020-01-02 02:57:32.0,2020-01-02 02:57:32.0,,1.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:50:48.86"
477,pt476,3483083.0598,1224238.1256,35.0135," 31:14:40.84328"," 121:35:32.85726",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:33.0,2020-01-02 10:57:33.0,2020-01-02 02:57:33.0,2020-01-02 02:57:33.0,,1.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:35:58.26"
478,pt477,3483083.0606,1224238.1266,35.0135," 31:14:40.84330"," 121:35:32.85730",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:34.0,2020-01-02 10:57:34.0,2020-01-02 02:57:34.0,2020-01-02 02:57:34.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:17:32.96"
479,pt478,3483083.0623,1224238.1261,35.0075," 31:14:40.84336"," 121:35:32.85729",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:35.0,2020-01-02 10:57:35.0,2020-01-02 02:57:35.0,2020-01-02 02:57:35.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:07:22.44"
480,pt479,3483083.0633,1224238.1276,35.0085," 31:14:40.84339"," 121:35:32.85734",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:36.0,2020-01-02 10:57:36.0,2020-01-02 02:57:36.0,2020-01-02 02:57:36.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:01:56.96"
481,pt480,3483083.0622,1224238.1272,35.0125," 31:14:40.84335"," 121:35:32.85732",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:37.0,2020-01-02 10:57:37.0,2020-01-02 02:57:37.0,2020-01-02 02:57:37.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:19:46.26"
482,pt481,3483083.0593,1224238.1268,35.0085," 31:14:40.84326"," 121:35:32.85731",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:38.0,2020-01-02 10:57:38.0,2020-01-02 02:57:38.0,2020-01-02 02:57:38.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:13:10.26"
483,pt482,3483083.0619,1224238.1243,35.0065," 31:14:40.84335"," 121:35:32.85722",35.0065,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:39.0,2020-01-02 10:57:39.0,2020-01-02 02:57:39.0,2020-01-02 02:57:39.0,,2.0,34,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:14:16.09"
484,pt483,3483083.0595,1224238.1241,35.0125," 31:14:40.84327"," 121:35:32.85720",35.0125,1.5125,0.0090,0.0070,0.0220,1,RTK固定解,2020-01-02 10:57:40.0,2020-01-02 10:57:40.0,2020-01-02 02:57:40.0,2020-01-02 02:57:40.0,,1.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:31:13.29"
485,pt484,3483083.0601,1224238.1252,35.0105," 31:14:40.84329"," 121:35:32.85725",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:41.0,2020-01-02 10:57:41.0,2020-01-02 02:57:41.0,2020-01-02 02:57:41.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:35:12.86"
486,pt485,3483083.0560,1224238.1242,35.0145," 31:14:40.84316"," 121:35:32.85720",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:57:42.0,2020-01-02 10:57:42.0,2020-01-02 02:57:42.0,2020-01-02 02:57:42.0,,2.0,34,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:23:32.96"
