序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,HRMS,σZ,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,基站距离,基站方位,偏距,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,测量时长
416,pt415,3483083.0629,1224238.1227,35.0115," 31:14:40.84338"," 121:35:32.85716",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:32.0,2020-01-02 10:56:32.0,2020-01-02 02:56:32.0,2020-01-02 02:56:32.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:31:20.96"," -00:29:24"," -00:31:12"," 149:49:12.00"," 31:14:40.85937"," 121:35:32.86436",35.0115,929.4837," 46:38:24.18815",0.0000,,,-2859303.1204,4649101.2304,3289135.3542,0:0:0
417,pt416,3483083.0607,1224238.1242,35.0065," 31:14:40.84331"," 121:35:32.85721",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:33.0,2020-01-02 10:56:33.0,2020-01-02 02:56:33.0,2020-01-02 02:56:33.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:28:20.96"," -00:29:24"," -00:31:12"," 149:46:12.00"," 31:14:40.85929"," 121:35:32.86441",35.0065,929.4841," 46:38:23.60160",0.0000,,,-2859303.1200,4649101.2270,3289135.3497,0:0:0
418,pt417,3483083.0632,1224238.1225,34.9995," 31:14:40.84339"," 121:35:32.85715",34.9995,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:34.0,2020-01-02 10:56:34.0,2020-01-02 02:56:34.0,2020-01-02 02:56:34.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 197:45:54.93"," -00:28:48"," -00:31:48"," 149:55:48.00"," 31:14:40.85938"," 121:35:32.86435",34.9995,929.4836," 46:38:24.25898",0.0000,,,-2859303.1148,4649101.2216,3289135.3482,0:0:0
419,pt418,3483083.0619,1224238.1242,35.0135," 31:14:40.84335"," 121:35:32.85721",35.0135,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:35.0,2020-01-02 10:56:35.0,2020-01-02 02:56:35.0,2020-01-02 02:56:35.0,,1.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:23:50.70"," -00:30:36"," -00:31:12"," 149:50:24.00"," 31:14:40.85933"," 121:35:32.86441",35.0135,929.4833," 46:38:23.80756",0.0000,,,-2859303.1228,4649101.2316,3289135.3543,0:0:0
420,pt419,3483083.0626,1224238.1247,35.0115," 31:14:40.84337"," 121:35:32.85723",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:36.0,2020-01-02 10:56:36.0,2020-01-02 02:56:36.0,2020-01-02 02:56:36.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:27:46.44"," -00:30:36"," -00:31:48"," 149:21:36.00"," 31:14:40.85935"," 121:35:32.86444",35.0115,929.4824," 46:38:23.83123",0.0000,,,-2859303.1222,4649101.2295,3289135.3538,0:0:0
421,pt420,3483083.0627,1224238.1211,35.0115," 31:14:40.84338"," 121:35:32.85710",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:37.0,2020-01-02 10:56:37.0,2020-01-02 02:56:37.0,2020-01-02 02:56:37.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:19:10.26"," -00:30:00"," -00:31:48"," 149:39:00.00"," 31:14:40.85936"," 121:35:32.86430",35.0115,929.4850," 46:38:24.39503",0.0000,,,-2859303.1191,4649101.2313,3289135.3541,0:0:0
422,pt421,3483083.0628,1224238.1246,35.0125," 31:14:40.84338"," 121:35:32.85723",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:38.0,2020-01-02 10:56:38.0,2020-01-02 02:56:38.0,2020-01-02 02:56:38.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 196:23:04.03"," -00:30:00"," -00:31:12"," 150:15:36.00"," 31:14:40.85936"," 121:35:32.86443",35.0125,929.4824," 46:38:23.87857",0.0000,,,-2859303.1225,4649101.2302,3289135.3545,0:0:0
423,pt422,3483083.0594,1224238.1243,35.0145," 31:14:40.84327"," 121:35:32.85721",35.0145,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:39.0,2020-01-02 10:56:39.0,2020-01-02 02:56:39.0,2020-01-02 02:56:39.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:34:16.25"," -00:31:12"," -00:31:12"," 149:34:12.00"," 31:14:40.85925"," 121:35:32.86441",35.0145,929.4849," 46:38:23.37346",0.0000,,,-2859303.1239,4649101.2334,3289135.3527,0:0:0
424,pt423,3483083.0613,1224238.1260,35.0125," 31:14:40.84333"," 121:35:32.85728",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:40.0,2020-01-02 10:56:40.0,2020-01-02 02:56:40.0,2020-01-02 02:56:40.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:28:38.70"," -00:30:36"," -00:31:12"," 149:55:12.00"," 31:14:40.85931"," 121:35:32.86448",35.0125,929.4824," 46:38:23.42268",0.0000,,,-2859303.1241,4649101.2302,3289135.3532,0:0:0
425,pt424,3483083.0627,1224238.1231,35.0065," 31:14:40.84338"," 121:35:32.85717",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:41.0,2020-01-02 10:56:41.0,2020-01-02 02:56:41.0,2020-01-02 02:56:41.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:02:34.44"," -00:30:36"," -00:31:48"," 149:56:24.00"," 31:14:40.85936"," 121:35:32.86437",35.0065,929.4836," 46:38:24.09235",0.0000,,,-2859303.1185,4649101.2267,3289135.3514,0:0:0
426,pt425,3483083.0579,1224238.1249,35.0125," 31:14:40.84322"," 121:35:32.85723",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:42.0,2020-01-02 10:56:42.0,2020-01-02 02:56:42.0,2020-01-02 02:56:42.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:31:13.29"," -00:29:24"," -00:32:24"," 149:44:24.00"," 31:14:40.85920"," 121:35:32.86443",35.0125,929.4856," 46:38:23.04785",0.0000,,,-2859303.1238,4649101.2324,3289135.3503,0:0:0
427,pt426,3483083.0630,1224238.1246,35.0065," 31:14:40.84338"," 121:35:32.85723",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:43.0,2020-01-02 10:56:43.0,2020-01-02 02:56:43.0,2020-01-02 02:56:43.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:24:01.29"," -00:29:24"," -00:32:24"," 149:37:12.00"," 31:14:40.85937"," 121:35:32.86443",35.0065,929.4822," 46:38:23.91343",0.0000,,,-2859303.1198,4649101.2258,3289135.3516,0:0:0
428,pt427,3483083.0622,1224238.1259,35.0065," 31:14:40.84335"," 121:35:32.85728",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:44.0,2020-01-02 10:56:44.0,2020-01-02 02:56:44.0,2020-01-02 02:56:44.0,,3.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 195:39:52.03"," -00:30:00"," -00:31:12"," 149:32:24.00"," 31:14:40.85934"," 121:35:32.86448",35.0065,929.4818," 46:38:23.58241",0.0000,,,-2859303.1211,4649101.2255,3289135.3508,0:0:0
429,pt428,3483083.0614,1224238.1236,35.0175," 31:14:40.84334"," 121:35:32.85719",35.0175,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:45.0,2020-01-02 10:56:45.0,2020-01-02 02:56:45.0,2020-01-02 02:56:45.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:15:34.26"," -00:30:00"," -00:31:48"," 149:35:24.00"," 31:14:40.85932"," 121:35:32.86439",35.0175,929.4841," 46:38:23.80979",0.0000,,,-2859303.1242,4649101.2350,3289135.3560,0:0:0
430,pt429,3483083.0593,1224238.1234,35.0115," 31:14:40.84327"," 121:35:32.85718",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:46.0,2020-01-02 10:56:46.0,2020-01-02 02:56:46.0,2020-01-02 02:56:46.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:16:04.09"," -00:30:36"," -00:32:24"," 149:37:48.00"," 31:14:40.85925"," 121:35:32.86438",35.0115,929.4857," 46:38:23.49144",0.0000,,,-2859303.1218,4649101.2317,3289135.3511,0:0:0
431,pt430,3483083.0636,1224238.1265,35.0135," 31:14:40.84340"," 121:35:32.85730",35.0135,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:47.0,2020-01-02 10:56:47.0,2020-01-02 02:56:47.0,2020-01-02 02:56:47.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:46:58.44"," -00:30:36"," -00:31:48"," 149:40:48.00"," 31:14:40.85938"," 121:35:32.86450",35.0135,929.4805," 46:38:23.72743",0.0000,,,-2859303.1244,4649101.2296,3289135.3556,0:0:0
432,pt431,3483083.0654,1224238.1271,35.0145," 31:14:40.84345"," 121:35:32.85733",35.0145,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:48.0,2020-01-02 10:56:48.0,2020-01-02 02:56:48.0,2020-01-02 02:56:48.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 195:56:52.09"," -00:30:36"," -00:32:24"," 149:18:36.00"," 31:14:40.85944"," 121:35:32.86453",35.0145,929.4788," 46:38:23.91251",0.0000,,,-2859303.1251,4649101.2292,3289135.3576,0:0:0
433,pt432,3483083.0617,1224238.1217,35.0165," 31:14:40.84335"," 121:35:32.85712",35.0165,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:49.0,2020-01-02 10:56:49.0,2020-01-02 02:56:49.0,2020-01-02 02:56:49.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:23:52.09"," -00:30:36"," -00:32:24"," 149:45:36.00"," 31:14:40.85933"," 121:35:32.86432",35.0165,929.4853," 46:38:24.13838",0.0000,,,-2859303.1220,4649101.2351,3289135.3558,0:0:0
434,pt433,3483083.0603,1224238.1248,35.0115," 31:14:40.84330"," 121:35:32.85723",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:50.0,2020-01-02 10:56:50.0,2020-01-02 02:56:50.0,2020-01-02 02:56:50.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:03:46.44"," -00:30:36"," -00:31:48"," 149:57:36.00"," 31:14:40.85928"," 121:35:32.86443",35.0115,929.4840," 46:38:23.45622",0.0000,,,-2859303.1227,4649101.2306,3289135.3519,0:0:0
435,pt434,3483083.0653,1224238.1240,35.0055," 31:14:40.84346"," 121:35:32.85721",35.0055,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:51.0,2020-01-02 10:56:51.0,2020-01-02 02:56:51.0,2020-01-02 02:56:51.0,,1.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:28:40.09"," -00:30:36"," -00:32:24"," 149:50:24.00"," 31:14:40.85944"," 121:35:32.86441",35.0055,929.4811," 46:38:24.37436",0.0000,,,-2859303.1183,4649101.2242,3289135.3530,0:0:0
436,pt435,3483083.0631,1224238.1240,35.0105," 31:14:40.84339"," 121:35:32.85721",35.0105,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:52.0,2020-01-02 10:56:52.0,2020-01-02 02:56:52.0,2020-01-02 02:56:52.0,,1.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:32:52.09"," -00:30:36"," -00:32:24"," 149:54:36.00"," 31:14:40.85937"," 121:35:32.86441",35.0105,929.4826," 46:38:24.02694",0.0000,,,-2859303.1210,4649101.2289,3289135.3538,0:0:0
437,pt436,3483083.0643,1224238.1239,35.0125," 31:14:40.84343"," 121:35:32.85721",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:53.0,2020-01-02 10:56:53.0,2020-01-02 02:56:53.0,2020-01-02 02:56:53.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:46:22.44"," -00:30:36"," -00:31:48"," 149:40:12.00"," 31:14:40.85941"," 121:35:32.86441",35.0125,929.4819," 46:38:24.22786",0.0000,,,-2859303.1216,4649101.2299,3289135.3558,0:0:0
438,pt437,3483083.0625,1224238.1223,35.0055," 31:14:40.84337"," 121:35:32.85714",35.0055,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:54.0,2020-01-02 10:56:54.0,2020-01-02 02:56:54.0,2020-01-02 02:56:54.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:44:52.09"," -00:30:36"," -00:32:24"," 150:06:36.00"," 31:14:40.85936"," 121:35:32.86435",35.0055,929.4842," 46:38:24.18163",0.0000,,,-2859303.1175,4649101.2264,3289135.3508,0:0:0
439,pt438,3483083.0605,1224238.1253,35.0125," 31:14:40.84330"," 121:35:32.85725",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:55.0,2020-01-02 10:56:55.0,2020-01-02 02:56:55.0,2020-01-02 02:56:55.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:09:26.70"," -00:30:36"," -00:31:12"," 149:36:00.00"," 31:14:40.85929"," 121:35:32.86445",35.0125,929.4834," 46:38:23.40832",0.0000,,,-2859303.1236,4649101.2309,3289135.3526,0:0:0
440,pt439,3483083.0608,1224238.1243,35.0055," 31:14:40.84331"," 121:35:32.85721",35.0055,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:56.0,2020-01-02 10:56:56.0,2020-01-02 02:56:56.0,2020-01-02 02:56:56.0,,1.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:10:00.86"," -00:29:24"," -00:31:48"," 149:55:12.00"," 31:14:40.85930"," 121:35:32.86441",35.0055,929.4839," 46:38:23.60850",0.0000,,,-2859303.1195,4649101.2262,3289135.3492,0:0:0
441,pt440,3483083.0606,1224238.1248,35.0075," 31:14:40.84330"," 121:35:32.85723",35.0075,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:57.0,2020-01-02 10:56:57.0,2020-01-02 02:56:57.0,2020-01-02 02:56:57.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:22:13.29"," -00:29:24"," -00:32:24"," 149:35:24.00"," 31:14:40.85929"," 121:35:32.86443",35.0075,929.4837," 46:38:23.48940",0.0000,,,-2859303.1209,4649101.2275,3289135.3500,0:0:0
442,pt441,3483083.0626,1224238.1218,35.0095," 31:14:40.84338"," 121:35:32.85713",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:58.0,2020-01-02 10:56:58.0,2020-01-02 02:56:58.0,2020-01-02 02:56:58.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:23:22.26"," -00:30:00"," -00:31:48"," 149:43:12.00"," 31:14:40.85936"," 121:35:32.86433",35.0095,929.4845," 46:38:24.27538",0.0000,,,-2859303.1188,4649101.2295,3289135.3530,0:0:0
443,pt442,3483083.0629,1224238.1230,35.0055," 31:14:40.84339"," 121:35:32.85717",35.0055,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:56:59.0,2020-01-02 10:56:59.0,2020-01-02 02:56:59.0,2020-01-02 02:56:59.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:39:26.70"," -00:30:36"," -00:31:12"," 150:06:00.00"," 31:14:40.85937"," 121:35:32.86437",35.0055,929.4834," 46:38:24.13988",0.0000,,,-2859303.1180,4649101.2258,3289135.3511,0:0:0
444,pt443,3483083.0600,1224238.1240,35.0115," 31:14:40.84329"," 121:35:32.85720",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:00.0,2020-01-02 10:57:00.0,2020-01-02 02:57:00.0,2020-01-02 02:57:00.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:50:50.70"," -00:30:36"," -00:31:12"," 150:17:24.00"," 31:14:40.85927"," 121:35:32.86440",35.0115,929.4847," 46:38:23.51921",0.0000,,,-2859303.1222,4649101.2311,3289135.3517,0:0:0
445,pt444,3483083.0589,1224238.1223,35.0135," 31:14:40.84326"," 121:35:32.85713",35.0135,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:01.0,2020-01-02 10:57:01.0,2020-01-02 02:57:01.0,2020-01-02 02:57:01.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:34:22.44"," -00:30:36"," -00:31:48"," 149:28:12.00"," 31:14:40.85924"," 121:35:32.86434",35.0135,929.4867," 46:38:23.60494",0.0000,,,-2859303.1218,4649101.2339,3289135.3519,0:0:0
446,pt445,3483083.0610,1224238.1247,35.0145," 31:14:40.84332"," 121:35:32.85723",35.0145,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:02.0,2020-01-02 10:57:02.0,2020-01-02 02:57:02.0,2020-01-02 02:57:02.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:49:00.86"," -00:29:24"," -00:31:48"," 149:34:12.00"," 31:14:40.85930"," 121:35:32.86443",35.0145,929.4835," 46:38:23.57532",0.0000,,,-2859303.1239,4649101.2324,3289135.3540,0:0:0
447,pt446,3483083.0602,1224238.1230,35.0125," 31:14:40.84330"," 121:35:32.85716",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:03.0,2020-01-02 10:57:03.0,2020-01-02 02:57:03.0,2020-01-02 02:57:03.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 197:30:18.93"," -00:28:48"," -00:31:48"," 149:40:12.00"," 31:14:40.85928"," 121:35:32.86436",35.0125,929.4853," 46:38:23.71846",0.0000,,,-2859303.1216,4649101.2322,3289135.3524,0:0:0
448,pt447,3483083.0626,1224238.1217,35.0085," 31:14:40.84338"," 121:35:32.85712",35.0085,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:04.0,2020-01-02 10:57:04.0,2020-01-02 02:57:04.0,2020-01-02 02:57:04.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:39:44.96"," -00:29:24"," -00:31:12"," 149:57:36.00"," 31:14:40.85936"," 121:35:32.86432",35.0085,929.4846," 46:38:24.28432",0.0000,,,-2859303.1183,4649101.2288,3289135.3525,0:0:0
449,pt448,3483083.0619,1224238.1260,35.0075," 31:14:40.84335"," 121:35:32.85728",35.0075,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:05.0,2020-01-02 10:57:05.0,2020-01-02 02:57:05.0,2020-01-02 02:57:05.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:03:24.86"," -00:29:24"," -00:31:48"," 149:48:36.00"," 31:14:40.85933"," 121:35:32.86448",35.0075,929.4819," 46:38:23.52463",0.0000,,,-2859303.1217,4649101.2263,3289135.3511,0:0:0
450,pt449,3483083.0638,1224238.1251,35.0075," 31:14:40.84341"," 121:35:32.85725",35.0075,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:06.0,2020-01-02 10:57:06.0,2020-01-02 02:57:06.0,2020-01-02 02:57:06.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:40:00.86"," -00:29:24"," -00:31:48"," 149:25:12.00"," 31:14:40.85939"," 121:35:32.86445",35.0075,929.4813," 46:38:23.95425",0.0000,,,-2859303.1205,4649101.2259,3289135.3527,0:0:0
451,pt450,3483083.0609,1224238.1253,35.0105," 31:14:40.84331"," 121:35:32.85725",35.0105,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:07.0,2020-01-02 10:57:07.0,2020-01-02 02:57:07.0,2020-01-02 02:57:07.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:33:08.96"," -00:29:24"," -00:31:12"," 149:51:00.00"," 31:14:40.85930"," 121:35:32.86445",35.0105,929.4832," 46:38:23.47076",0.0000,,,-2859303.1226,4649101.2293,3289135.3518,0:0:0
452,pt451,3483083.0628,1224238.1249,35.0065," 31:14:40.84338"," 121:35:32.85724",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:08.0,2020-01-02 10:57:08.0,2020-01-02 02:57:08.0,2020-01-02 02:57:08.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:50:48.86"," -00:29:24"," -00:31:48"," 149:36:00.00"," 31:14:40.85936"," 121:35:32.86444",35.0065,929.4821," 46:38:23.82210",0.0000,,,-2859303.1201,4649101.2257,3289135.3513,0:0:0
453,pt452,3483083.0614,1224238.1269,35.0145," 31:14:40.84333"," 121:35:32.85731",35.0145,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:09.0,2020-01-02 10:57:09.0,2020-01-02 02:57:09.0,2020-01-02 02:57:09.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:21"," 198:15:27.49"," -00:28:48"," -00:32:24"," 149:53:24.00"," 31:14:40.85931"," 121:35:32.86452",35.0145,929.4817," 46:38:23.30470",0.0000,,,-2859303.1257,4649101.2312,3289135.3542,0:0:0
454,pt453,3483083.0596,1224238.1239,35.0095," 31:14:40.84327"," 121:35:32.85719",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:57:10.0,2020-01-02 10:57:10.0,2020-01-02 02:57:10.0,2020-01-02 02:57:10.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:49:10.26"," -00:30:00"," -00:31:48"," 150:09:00.00"," 31:14:40.85926"," 121:35:32.86440",35.0095,929.4851," 46:38:23.47634",0.0000,,,-2859303.1212,4649101.2299,3289135.3503,0:0:0
